anchor_type	orthogroup	cluster_index	modal_species_support_n	modal_species	represented_ge8_species	segment_positive_species_n	segment_positive_species	median_anchor_relative_position	sample_variance	qualifying_unit
start	orthogroup_1411	1	4	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000017885.4	0	0				0
start	orthogroup_1411	2	4	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000017885.4	0	0				0
start	orthogroup_1411	3	4	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000017885.4	0	1	GCF_000009045.1	-8.0		0
start	orthogroup_1411	4	4	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000017885.4	0	0				0
start	orthogroup_1411	5	4	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000017885.4	0	0				0
start	orthogroup_1411	6	4	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000017885.4	0	0				0
start	orthogroup_1411	7	4	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000017885.4	0	1	GCA_000025805.1	-23.0		0
start	orthogroup_1411	9	4	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000017885.4	0	0				0
start	orthogroup_1411	10	4	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000017885.4	0	0				0
start	orthogroup_1412	1	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034479305.1	1	0				0
start	orthogroup_1412	2	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034479305.1	1	0				0
start	orthogroup_1412	3	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034479305.1	1	0				0
start	orthogroup_1412	4	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034479305.1	1	0				0
start	orthogroup_1412	5	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034479305.1	1	2	GCF_000011245.1;GCF_000017885.4	12.5	180.5	0
start	orthogroup_1412	6	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034479305.1	1	0				0
start	orthogroup_1412	7	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034479305.1	1	0				0
start	orthogroup_1412	8	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034479305.1	1	0				0
start	orthogroup_1412	9	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034479305.1	1	0				0
start	orthogroup_1416	2	5	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	0	0				0
start	orthogroup_1416	3	5	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	0	0				0
start	orthogroup_1416	4	5	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	0	0				0
start	orthogroup_1416	5	5	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	0	0				0
start	orthogroup_1416	6	5	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	0	0				0
start	orthogroup_1416	7	5	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	0	0				0
start	orthogroup_1416	8	5	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	0	0				0
start	orthogroup_1416	9	5	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	0	0				0
start	orthogroup_1420	1	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1420	2	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1420	3	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1420	4	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1420	5	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	1	GCA_000025805.1	-2.0		0
start	orthogroup_1420	6	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1420	7	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1420	8	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1420	9	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	2	GCF_000017885.4;GCF_005671335.1	-5.5	4.5	0
start	orthogroup_1420	10	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	1	GCA_000025805.1	16.0		0
start	orthogroup_1423	1	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1423	2	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1423	3	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	2	GCF_005671335.1;GCF_034479305.1	-8.0	162.0	0
start	orthogroup_1423	4	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_034478925.1	18.0		0
start	orthogroup_1423	5	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1424	1	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	0				0
start	orthogroup_1424	2	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	0				0
start	orthogroup_1424	3	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	1	GCF_005671335.1	14.0		0
start	orthogroup_1424	4	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	1	GCF_000017885.4	-8.0		0
start	orthogroup_1424	5	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	0				0
start	orthogroup_1424	6	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	0				0
start	orthogroup_1424	7	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	1	GCF_000017885.4	16.0		0
start	orthogroup_1427	1	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1427	2	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1427	3	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1427	4	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	2	GCF_000011245.1;GCF_000017885.4	215.25	75078.125	0
start	orthogroup_1428	1	4	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_034478925.1	0	0				0
start	orthogroup_1428	4	4	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_034478925.1	0	0				0
start	orthogroup_1428	5	4	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_034478925.1	0	0				0
start	orthogroup_1428	7	4	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_034478925.1	0	0				0
start	orthogroup_1428	8	4	GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_034478925.1	0	0				0
start	orthogroup_1433	1	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_000017885.4	-7.0		0
start	orthogroup_1433	2	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1433	3	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_000009045.1	-16.0		0
start	orthogroup_1433	4	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1433	5	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_005671335.1	17.0		0
start	orthogroup_1433	6	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	2	GCF_000011245.1;GCF_006094295.1	270.5	144.5	0
start	orthogroup_1434	1	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1434	2	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_005671335.1	-4.0		0
start	orthogroup_1434	3	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1434	4	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1434	5	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1434	6	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1434	7	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1434	8	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1434	9	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCA_000025805.1	2.0		0
start	orthogroup_1434	10	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	2	GCA_000025805.1;GCF_000009045.1	-3.75	15.125	0
start	orthogroup_1434	11	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1434	12	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_000009785.1	-5.0		0
start	orthogroup_1441	1	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	1	GCF_000011245.1	-0.5		0
start	orthogroup_1441	2	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	3	GCA_000015785.2;GCF_005671335.1;GCF_006094295.1	-11.0	271.0	1
start	orthogroup_1441	3	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	0				0
start	orthogroup_1441	4	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	0				0
start	orthogroup_1441	5	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	0				0
start	orthogroup_1441	6	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	4	GCA_000025805.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1	125.0	11150.916666666666	1
start	orthogroup_1442	1	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	1	GCF_005671335.1	5.0		0
start	orthogroup_1442	2	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	0				0
start	orthogroup_1442	3	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	1	GCA_000025805.1	-4.0		0
start	orthogroup_1442	4	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	0				0
start	orthogroup_1442	5	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	0				0
start	orthogroup_1442	6	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1	1	5	GCA_000015785.2;GCA_000025805.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1	218.0	14910.625	1
start	orthogroup_1444	1	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	2	GCF_000017885.4;GCF_006094295.1	-3.0	450.0	0
start	orthogroup_1444	2	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1444	3	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	2	GCF_000009045.1;GCF_000017885.4	3.0	18.0	0
start	orthogroup_1444	4	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1444	5	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1444	6	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	2	GCA_000015785.2;GCF_000009045.1	15.5	312.5	0
start	orthogroup_1444	7	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_000009045.1	-3.0		0
start	orthogroup_1444	8	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_005671335.1	-3.0		0
start	orthogroup_1444	9	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1444	10	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1444	11	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1444	12	8	GCA_000015785.2;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCA_000015785.2	20.0		0
start	orthogroup_1446	1	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1446	2	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1446	3	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1446	4	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1446	5	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1446	6	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1446	7	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1446	8	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1446	9	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1446	10	8	GCA_000015785.2;GCA_000025805.1;GCF_000009045.1;GCF_000011245.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1450	1	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	2	GCF_000009045.1;GCF_034479305.1	-1.0	18.0	0
start	orthogroup_1450	2	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_000009785.1	-2.0		0
start	orthogroup_1450	3	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1450	4	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1450	5	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1450	6	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_000009045.1	17.0		0
start	orthogroup_1450	7	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1450	8	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_000009785.1	-5.0		0
start	orthogroup_1450	9	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_000017885.4	-5.5		0
start	orthogroup_1450	10	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_000009785.1	19.0		0
start	orthogroup_1451	1	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	2	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	3	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	4	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	5	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	6	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	7	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	8	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	9	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	10	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	11	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1451	12	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	1	GCF_000011245.1	-10.0		0
start	orthogroup_1451	13	8	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000011245.1;GCF_000017885.4;GCF_006094295.1;GCF_034478925.1;GCF_034479305.1	1	0				0
start	orthogroup_1455	1	7	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	0	0				0
start	orthogroup_1455	2	7	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	0	0				0
start	orthogroup_1455	3	7	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	0	1	GCA_000025805.1	-5.0		0
start	orthogroup_1455	4	7	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	0	0				0
start	orthogroup_1455	5	7	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	0	0				0
start	orthogroup_1455	6	7	GCA_000025805.1;GCF_000009045.1;GCF_000009785.1;GCF_000017885.4;GCF_005671335.1;GCF_034478925.1;GCF_034479305.1	0	0				0
