orthogroup	cluster_index	family_member_count	tmd_count	support_n	support_fraction	proteins_with_multiple_tmds_in_cluster	median_alignment_start	median_alignment_end	start_min	start_max	start_range	start_mad	end_min	end_max	end_range	end_mad
orthogroup_453	9	10	10	10	1.0	0	249.0	265.0	249	249	0	0.0	264	266	2	0.5
orthogroup_453	10	10	10	10	1.0	0	275.5	290.0	275	277	2	0.5	289	292	3	1.0
orthogroup_478	1	10	10	10	1.0	0	11.0	28.0	8	11	3	0.0	28	29	1	0.0
orthogroup_478	3	10	10	10	1.0	0	77.0	94.5	77	78	1	0.0	94	98	4	0.5
orthogroup_478	4	10	10	10	1.0	0	112.0	129.0	111	112	1	0.0	129	129	0	0.0
orthogroup_478	5	10	10	10	1.0	0	155.0	170.0	154	156	2	0.0	169	171	2	1.0
orthogroup_478	6	10	10	10	1.0	0	177.0	195.5	176	178	2	1.0	193	196	3	0.5
orthogroup_479	1	10	10	10	1.0	0	16.5	34.5	15	18	3	0.5	33	35	2	0.5
orthogroup_479	2	10	10	10	1.0	0	46.0	69.0	45	47	2	0.0	68	69	1	0.0
orthogroup_479	3	10	10	10	1.0	0	76.0	97.0	75	76	1	0.0	96	98	2	0.5
orthogroup_479	4	10	10	10	1.0	0	108.0	127.0	108	109	1	0.0	127	128	1	0.0
orthogroup_479	5	10	10	10	1.0	0	135.0	154.0	134	135	1	0.0	152	155	3	0.0
orthogroup_479	6	10	10	10	1.0	0	172.0	190.0	169	172	3	0.0	187	190	3	0.0
orthogroup_480	1	10	10	10	1.0	0	46.0	59.0	45	47	2	0.5	59	60	1	0.0
orthogroup_480	2	10	10	10	1.0	0	107.0	122.5	107	108	1	0.0	122	123	1	0.5
orthogroup_480	3	10	10	10	1.0	0	139.0	153.0	139	140	1	0.0	153	154	1	0.0
orthogroup_481	1	10	10	10	1.0	0	45.0	62.0	44	46	2	1.0	61	62	1	0.0
orthogroup_481	2	10	10	10	1.0	0	96.0	113.0	90	96	6	0.0	111	113	2	0.0
orthogroup_481	3	10	10	10	1.0	0	126.0	140.0	125	127	2	0.0	140	143	3	0.0
orthogroup_481	4	10	10	10	1.0	0	194.5	212.5	192	195	3	0.5	212	214	2	0.5
orthogroup_511	1	10	10	10	1.0	0	42.0	58.0	40	44	4	0.0	57	59	2	0.5
orthogroup_511	2	10	10	10	1.0	0	78.0	95.0	78	78	0	0.0	95	96	1	0.0
orthogroup_511	3	10	10	10	1.0	0	121.0	143.0	120	123	3	1.0	142	145	3	0.0
orthogroup_511	4	10	10	10	1.0	0	147.0	160.0	147	148	1	0.0	159	162	3	1.0
orthogroup_511	5	10	10	10	1.0	0	166.0	182.0	166	167	1	0.0	182	183	1	0.0
orthogroup_511	6	10	10	10	1.0	0	189.0	204.0	189	189	0	0.0	203	205	2	0.0
orthogroup_516	1	10	10	10	1.0	0	7.0	27.0	7	10	3	0.0	26	30	4	0.0
orthogroup_516	2	10	10	10	1.0	0	50.0	67.0	47	50	3	0.0	66	67	1	0.0
orthogroup_516	3	10	10	10	1.0	0	83.0	100.5	83	83	0	0.0	100	101	1	0.5
orthogroup_516	4	10	10	10	1.0	0	109.0	124.0	109	109	0	0.0	123	124	1	0.0
orthogroup_516	5	10	10	10	1.0	0	147.0	164.0	147	147	0	0.0	163	164	1	0.0
orthogroup_516	6	10	10	10	1.0	0	185.0	202.0	184	186	2	0.5	201	205	4	1.0
orthogroup_516	7	10	10	10	1.0	0	270.0	288.0	270	271	1	0.0	288	291	3	0.0
orthogroup_516	8	10	10	10	1.0	0	317.0	333.0	316	318	2	1.0	332	333	1	0.0
orthogroup_516	9	10	10	10	1.0	0	350.0	367.0	350	351	1	0.0	367	367	0	0.0
orthogroup_516	10	10	10	10	1.0	0	381.0	398.0	381	382	1	0.0	397	398	1	0.0
orthogroup_517	1	10	10	10	1.0	0	75.0	90.0	75	76	1	0.0	90	91	1	0.0
orthogroup_517	2	10	10	10	1.0	0	137.0	154.0	136	137	1	0.0	154	154	0	0.0
orthogroup_517	3	10	10	10	1.0	0	228.0	245.0	228	228	0	0.0	245	245	0	0.0
orthogroup_517	4	10	10	10	1.0	0	485.0	502.0	485	485	0	0.0	502	502	0	0.0
orthogroup_520	1	10	10	10	1.0	0	7.0	22.0	4	7	3	0.0	21	23	2	0.0
orthogroup_520	4	10	10	10	1.0	0	125.0	138.0	125	126	1	0.0	137	139	2	1.0
orthogroup_520	5	10	10	10	1.0	0	154.5	171.0	154	155	1	0.5	171	171	0	0.0
orthogroup_521	1	10	10	10	1.0	0	2.0	16.0	2	5	3	0.0	14	16	2	0.0
orthogroup_521	2	10	10	10	1.0	0	30.0	52.0	27	38	11	0.5	51	55	4	0.5
orthogroup_521	5	10	9	9	0.9	0	139.0	151.0	138	139	1	0.0	151	153	2	0.0
orthogroup_521	6	10	10	10	1.0	0	166.0	183.0	166	167	1	0.0	183	184	1	0.0
orthogroup_529	1	10	10	10	1.0	0	291.0	313.0	291	291	0	0.0	312	313	1	0.0
orthogroup_529	2	10	10	10	1.0	0	339.0	353.0	339	339	0	0.0	353	353	0	0.0
orthogroup_529	3	10	10	10	1.0	0	362.0	376.0	362	363	1	0.0	376	378	2	0.0
orthogroup_529	4	10	10	10	1.0	0	388.0	400.0	388	388	0	0.0	399	400	1	0.0
orthogroup_529	5	10	10	10	1.0	0	411.0	425.0	411	411	0	0.0	423	425	2	0.0
orthogroup_529	6	10	10	10	1.0	0	428.0	442.0	428	428	0	0.0	442	442	0	0.0
orthogroup_539	1	10	10	10	1.0	0	25.0	42.0	25	26	1	0.0	40	42	2	0.0
orthogroup_539	2	10	10	10	1.0	0	88.0	102.0	87	90	3	0.5	99	102	3	0.0
orthogroup_539	3	10	10	10	1.0	0	104.0	121.0	101	104	3	0.0	120	121	1	0.0
orthogroup_539	4	10	10	10	1.0	0	137.0	159.0	134	137	3	0.0	157	162	5	1.0
orthogroup_539	5	10	10	10	1.0	0	187.0	208.0	187	188	1	0.0	208	211	3	0.0
orthogroup_544	1	10	10	10	1.0	0	9.0	26.0	9	9	0	0.0	26	26	0	0.0
orthogroup_544	2	10	10	10	1.0	0	32.0	43.0	32	32	0	0.0	43	43	0	0.0
orthogroup_544	3	10	10	10	1.0	0	50.0	74.0	50	50	0	0.0	74	74	0	0.0
orthogroup_544	4	10	10	10	1.0	0	79.0	92.5	78	79	1	0.0	92	93	1	0.5
orthogroup_544	5	10	10	10	1.0	0	101.0	114.0	101	101	0	0.0	114	114	0	0.0
orthogroup_544	6	10	10	10	1.0	0	120.0	142.0	119	121	2	0.0	141	142	1	0.0
orthogroup_573	1	10	10	10	1.0	0	10.0	23.0	9	13	4	0.0	22	24	2	0.0
orthogroup_573	2	10	10	10	1.0	0	38.5	61.0	37	40	3	1.5	50	61	11	0.0
orthogroup_573	3	10	10	10	1.0	0	77.0	91.0	77	81	4	0.0	91	91	0	0.0
orthogroup_573	4	10	10	10	1.0	0	106.0	119.0	106	106	0	0.0	119	119	0	0.0
orthogroup_579	1	10	10	10	1.0	0	30.0	47.0	27	30	3	0.0	47	47	0	0.0
orthogroup_579	2	10	10	10	1.0	0	79.0	99.0	78	79	1	0.0	99	99	0	0.0
orthogroup_579	3	10	10	10	1.0	0	107.0	124.0	106	107	1	0.0	123	126	3	0.0
orthogroup_579	4	10	10	10	1.0	0	141.0	159.0	141	141	0	0.0	159	159	0	0.0
orthogroup_593	1	10	10	10	1.0	0	12.0	28.0	12	12	0	0.0	27	28	1	0.0
orthogroup_593	2	10	10	10	1.0	0	34.0	50.0	34	35	1	0.0	49	51	2	1.0
orthogroup_593	3	10	10	10	1.0	0	59.0	75.0	58	61	3	0.0	74	78	4	0.0
orthogroup_600	1	10	10	10	1.0	0	21.0	41.0	21	22	1	0.0	41	44	3	0.0
orthogroup_600	2	10	10	10	1.0	0	55.0	75.0	54	55	1	0.0	73	76	3	0.5
orthogroup_600	3	10	10	10	1.0	0	83.0	100.0	82	84	2	0.0	100	102	2	0.0
orthogroup_600	4	10	10	10	1.0	0	111.0	129.0	109	112	3	0.5	128	129	1	0.0
orthogroup_600	5	10	10	10	1.0	0	144.0	164.0	144	147	3	0.0	163	167	4	0.0
orthogroup_600	6	10	10	10	1.0	0	177.0	194.0	176	178	2	0.5	194	195	1	0.0
orthogroup_600	7	10	10	10	1.0	0	224.0	244.5	222	225	3	0.0	244	246	2	0.5
orthogroup_600	8	10	10	10	1.0	0	257.0	275.5	257	257	0	0.0	275	277	2	0.5
orthogroup_600	9	10	10	10	1.0	0	286.0	303.0	286	286	0	0.0	303	303	0	0.0
orthogroup_600	10	10	10	10	1.0	0	309.0	331.0	309	309	0	0.0	330	332	2	0.0
orthogroup_600	11	10	10	10	1.0	0	351.0	371.0	350	351	1	0.0	371	372	1	0.0
orthogroup_600	12	10	10	10	1.0	0	381.0	399.0	380	381	1	0.0	398	399	1	0.0
orthogroup_617	1	10	10	10	1.0	0	39.5	54.5	39	41	2	0.5	53	55	2	0.5
orthogroup_617	2	10	10	10	1.0	0	63.0	83.0	62	64	2	0.0	80	83	3	0.0
orthogroup_617	3	10	10	10	1.0	0	105.0	124.5	105	107	2	0.0	122	125	3	0.5
orthogroup_619	1	10	9	9	0.9	0	24.0	41.0	23	37	14	0.0	39	46	7	0.0
orthogroup_619	2	10	10	10	1.0	0	291.0	309.0	290	291	1	0.0	309	310	1	0.0
orthogroup_619	3	10	10	10	1.0	0	323.0	342.0	322	325	3	0.5	340	343	3	0.5
orthogroup_619	4	10	10	10	1.0	0	353.0	367.0	351	354	3	0.0	367	368	1	0.0
orthogroup_619	5	10	10	10	1.0	0	372.0	388.0	372	372	0	0.0	388	389	1	0.0
orthogroup_619	6	10	10	10	1.0	0	401.0	417.0	400	401	1	0.0	416	417	1	0.0
orthogroup_619	7	10	10	10	1.0	0	428.0	448.0	428	428	0	0.0	448	448	0	0.0
orthogroup_619	8	10	10	10	1.0	0	459.5	484.0	459	460	1	0.5	483	484	1	0.0
orthogroup_636	1	10	10	10	1.0	0	8.0	22.0	6	9	3	0.0	20	24	4	0.5
orthogroup_636	2	10	10	10	1.0	0	28.0	43.0	26	29	3	0.0	41	47	6	1.0
orthogroup_636	3	10	10	10	1.0	0	53.5	70.5	53	55	2	0.5	68	76	8	0.5
orthogroup_636	4	10	10	10	1.0	0	264.0	278.0	257	265	8	0.0	277	279	2	0.0
orthogroup_636	5	10	10	10	1.0	0	288.0	303.0	287	288	1	0.0	302	303	1	0.0
orthogroup_636	6	10	10	10	1.0	0	309.5	322.0	309	310	1	0.5	322	323	1	0.0
orthogroup_636	7	10	10	10	1.0	0	335.0	349.0	335	336	1	0.0	348	353	5	1.0
orthogroup_636	8	10	10	10	1.0	0	357.0	371.0	357	357	0	0.0	371	371	0	0.0
orthogroup_636	9	10	10	10	1.0	0	384.0	401.0	383	385	2	1.0	401	402	1	0.0
orthogroup_636	10	10	10	10	1.0	0	410.5	436.0	410	412	2	0.5	435	437	2	0.0
orthogroup_636	11	10	10	10	1.0	0	447.0	470.0	444	450	6	0.5	463	470	7	0.0
orthogroup_636	12	10	10	10	1.0	0	485.0	499.0	485	485	0	0.0	499	499	0	0.0
orthogroup_636	13	10	10	10	1.0	0	511.0	528.0	508	512	4	0.0	525	528	3	0.0
orthogroup_657	1	10	10	10	1.0	0	11.0	28.5	11	15	4	0.0	28	42	14	0.5
orthogroup_657	2	10	10	10	1.0	0	37.0	66.0	37	44	7	0.0	62	66	4	0.0
orthogroup_657	3	10	10	10	1.0	0	77.0	99.0	75	78	3	0.0	95	100	5	0.0
orthogroup_657	4	10	10	10	1.0	0	160.0	181.5	160	163	3	0.0	181	192	11	0.5
orthogroup_657	5	10	10	10	1.0	0	218.0	239.0	214	219	5	0.5	236	239	3	0.0
orthogroup_657	6	10	10	10	1.0	0	244.0	258.0	244	245	1	0.0	258	261	3	0.0
orthogroup_657	7	10	10	10	1.0	0	260.0	273.0	260	263	3	0.0	272	274	2	0.0
orthogroup_657	8	10	10	10	1.0	0	283.0	301.0	282	283	1	0.0	301	305	4	0.0
orthogroup_657	9	10	10	10	1.0	0	312.0	327.0	312	313	1	0.0	324	327	3	0.0
orthogroup_657	10	10	10	10	1.0	0	330.0	346.0	330	330	0	0.0	344	350	6	0.0
orthogroup_672	1	10	10	10	1.0	0	31.0	48.0	29	31	2	0.0	46	49	3	0.0
orthogroup_672	2	10	10	10	1.0	0	65.0	80.0	65	67	2	0.0	79	81	2	0.0
orthogroup_672	3	10	10	10	1.0	0	108.0	125.0	108	109	1	0.0	125	125	0	0.0
orthogroup_672	4	10	10	10	1.0	0	142.0	160.0	142	142	0	0.0	160	161	1	0.0
orthogroup_672	5	10	10	10	1.0	0	173.0	190.0	173	173	0	0.0	190	190	0	0.0
orthogroup_672	6	10	10	10	1.0	0	203.0	223.0	202	203	1	0.0	222	224	2	1.0
orthogroup_672	7	10	10	10	1.0	0	255.0	272.0	254	255	1	0.0	272	274	2	0.0
orthogroup_672	8	10	10	10	1.0	0	297.0	319.0	297	297	0	0.0	319	319	0	0.0
orthogroup_672	9	10	10	10	1.0	0	344.0	360.0	343	344	1	0.0	360	360	0	0.0
orthogroup_672	10	10	10	10	1.0	0	377.0	397.0	376	377	1	0.0	397	397	0	0.0
orthogroup_672	11	10	10	10	1.0	0	406.0	426.0	406	407	1	0.0	425	426	1	0.0
orthogroup_672	12	10	10	10	1.0	0	434.0	450.0	433	434	1	0.0	450	452	2	0.0
orthogroup_672	13	10	10	10	1.0	0	468.0	485.0	468	468	0	0.0	485	489	4	0.0
orthogroup_672	14	10	10	10	1.0	0	497.0	516.0	497	498	1	0.0	515	516	1	0.0
orthogroup_673	1	10	10	10	1.0	0	33.0	53.0	33	33	0	0.0	53	54	1	0.0
orthogroup_673	2	10	10	10	1.0	0	64.5	84.0	64	66	2	0.5	84	85	1	0.0
orthogroup_673	3	10	10	10	1.0	0	93.0	110.0	92	93	1	0.0	110	112	2	0.0
orthogroup_673	4	10	10	10	1.0	0	123.0	140.0	121	123	2	0.0	140	141	1	0.0
orthogroup_684	1	10	10	10	1.0	0	12.0	26.0	11	13	2	0.5	26	27	1	0.0
orthogroup_684	2	10	10	10	1.0	0	31.5	50.5	31	33	2	0.5	50	51	1	0.5
orthogroup_684	3	10	10	10	1.0	0	84.0	101.0	84	85	1	0.0	101	102	1	0.0
orthogroup_684	4	10	10	10	1.0	0	118.0	136.0	118	119	1	0.0	132	136	4	0.0
orthogroup_684	5	10	10	10	1.0	0	159.0	176.0	159	159	0	0.0	176	176	0	0.0
orthogroup_684	6	10	10	10	1.0	0	183.0	197.0	182	183	1	0.0	197	197	0	0.0
orthogroup_688	1	10	10	10	1.0	0	9.0	29.0	9	12	3	0.0	27	30	3	0.0
orthogroup_688	2	10	10	10	1.0	0	39.0	53.0	38	40	2	0.0	53	54	1	0.0
orthogroup_688	3	10	10	10	1.0	0	62.0	79.0	58	62	4	0.0	78	79	1	0.0
orthogroup_688	4	10	10	10	1.0	0	82.0	96.0	81	82	1	0.0	96	97	1	0.0
orthogroup_688	5	10	10	10	1.0	0	108.0	129.0	108	109	1	0.0	128	131	3	0.5
orthogroup_688	6	10	10	10	1.0	0	143.0	165.0	142	143	1	0.0	165	167	2	0.0
orthogroup_692	1	10	10	10	1.0	0	6.0	24.0	4	7	3	1.0	21	24	3	0.0
orthogroup_692	2	10	10	10	1.0	0	75.0	91.0	74	75	1	0.0	91	92	1	0.0
orthogroup_692	3	10	10	10	1.0	0	101.0	115.0	101	102	1	0.0	115	116	1	0.0
orthogroup_692	4	10	10	10	1.0	0	126.0	141.0	124	126	2	0.0	140	143	3	1.0
orthogroup_692	5	10	10	10	1.0	0	149.0	168.0	148	150	2	0.0	166	169	3	0.0
orthogroup_692	6	10	10	10	1.0	0	176.0	188.5	176	177	1	0.0	188	189	1	0.5
orthogroup_692	7	10	10	10	1.0	0	191.0	210.0	190	192	2	0.0	208	213	5	1.0
orthogroup_692	8	10	10	10	1.0	0	224.0	238.0	223	224	1	0.0	237	240	3	0.0
orthogroup_700	1	10	10	10	1.0	0	9.0	26.0	9	12	3	0.0	26	26	0	0.0
orthogroup_700	2	10	10	10	1.0	0	39.0	56.0	38	39	1	0.0	55	56	1	0.0
orthogroup_700	3	10	10	10	1.0	0	72.0	87.0	70	73	3	0.0	87	88	1	0.0
orthogroup_700	4	10	10	10	1.0	0	96.0	110.0	96	96	0	0.0	110	110	0	0.0
orthogroup_700	5	10	10	10	1.0	0	134.0	156.0	133	134	1	0.0	155	156	1	0.0
orthogroup_700	6	10	10	10	1.0	0	185.0	205.0	184	185	1	0.0	204	205	1	0.0
orthogroup_700	7	10	10	10	1.0	0	219.5	237.5	219	220	1	0.5	237	239	2	0.5
orthogroup_700	8	10	10	10	1.0	0	248.0	265.0	248	250	2	0.0	265	266	1	0.0
orthogroup_722	1	10	10	10	1.0	0	12.0	32.0	9	12	3	0.0	32	34	2	0.0
orthogroup_722	2	10	10	10	1.0	0	56.0	78.0	54	57	3	0.5	78	79	1	0.0
orthogroup_722	3	10	10	10	1.0	0	95.0	115.0	95	98	3	0.0	115	117	2	0.0
orthogroup_722	4	10	10	10	1.0	0	142.0	166.0	141	142	1	0.0	165	170	5	0.5
orthogroup_722	5	10	10	10	1.0	0	180.0	199.0	176	180	4	0.0	197	200	3	1.0
orthogroup_732	1	10	10	10	1.0	0	2.0	19.0	2	2	0	0.0	18	19	1	0.0
orthogroup_732	2	10	10	10	1.0	0	23.0	41.0	23	27	4	0.0	40	43	3	1.0
orthogroup_732	3	10	10	10	1.0	0	83.0	101.5	79	83	4	0.0	100	104	4	1.5
orthogroup_732	4	10	10	10	1.0	0	115.0	139.0	115	118	3	0.0	139	140	1	0.0
orthogroup_738	2	10	10	10	1.0	0	36.0	53.0	35	36	1	0.0	49	57	8	1.5
orthogroup_738	3	10	10	10	1.0	0	87.0	108.0	87	88	1	0.0	107	108	1	0.0
orthogroup_738	4	10	10	10	1.0	0	114.0	131.0	114	115	1	0.0	131	133	2	0.0
orthogroup_738	5	10	10	10	1.0	0	163.0	183.0	159	166	7	1.5	183	186	3	0.0
orthogroup_738	6	10	10	10	1.0	0	195.0	211.0	194	195	1	0.0	209	212	3	1.0
orthogroup_738	7	10	10	10	1.0	0	220.0	236.0	219	220	1	0.0	236	236	0	0.0
orthogroup_738	8	10	10	10	1.0	0	272.0	289.0	272	273	1	0.0	286	292	6	1.0
orthogroup_738	9	10	10	10	1.0	0	298.0	313.5	295	298	3	0.0	312	314	2	0.5
orthogroup_738	10	10	10	10	1.0	0	346.0	361.0	345	348	3	1.0	361	363	2	0.0
orthogroup_738	11	10	10	10	1.0	0	381.0	398.0	380	382	2	0.5	397	399	2	0.0
orthogroup_738	12	10	10	10	1.0	0	488.0	512.0	487	489	2	0.0	511	512	1	0.0
orthogroup_738	13	10	10	10	1.0	0	533.0	550.0	522	537	15	2.0	542	552	10	1.0
orthogroup_738	14	10	10	10	1.0	0	563.0	584.0	562	564	2	0.0	583	585	2	1.0
orthogroup_738	16	10	10	10	1.0	0	663.0	684.0	663	666	3	0.0	680	688	8	0.5
orthogroup_749	1	10	10	10	1.0	0	21.0	37.5	18	21	3	0.0	37	38	1	0.5
orthogroup_749	2	10	10	10	1.0	0	49.0	71.0	48	50	2	0.5	71	72	1	0.0
orthogroup_749	3	10	10	10	1.0	0	80.0	97.0	80	80	0	0.0	94	98	4	0.0
orthogroup_749	4	10	10	10	1.0	0	147.0	167.0	147	148	1	0.0	167	168	1	0.0
orthogroup_749	5	10	10	10	1.0	0	175.0	196.0	175	175	0	0.0	193	196	3	0.0
orthogroup_749	6	10	10	10	1.0	0	209.0	222.0	208	210	2	0.0	222	224	2	0.0
orthogroup_757	1	10	10	10	1.0	0	13.0	33.0	12	16	4	0.0	30	33	3	0.0
orthogroup_757	2	10	10	10	1.0	0	36.0	55.0	32	36	4	0.0	50	57	7	2.0
orthogroup_757	3	10	10	10	1.0	0	66.0	90.0	66	66	0	0.0	88	91	3	1.0
orthogroup_757	4	10	10	10	1.0	0	179.0	194.0	179	179	0	0.0	193	194	1	0.0
orthogroup_757	5	10	10	10	1.0	0	229.5	249.0	226	230	4	0.5	249	250	1	0.0
orthogroup_757	6	10	10	10	1.0	0	258.5	270.0	258	259	1	0.5	270	270	0	0.0
orthogroup_757	7	10	10	10	1.0	0	272.0	286.0	272	272	0	0.0	285	287	2	0.5
orthogroup_757	8	10	10	10	1.0	0	294.0	312.0	294	295	1	0.0	312	313	1	0.0
orthogroup_757	9	10	10	10	1.0	0	326.0	338.0	325	327	2	0.5	338	338	0	0.0
orthogroup_757	10	10	10	10	1.0	0	340.0	357.0	340	340	0	0.0	357	358	1	0.0
orthogroup_764	1	10	10	10	1.0	0	38.0	59.0	38	38	0	0.0	59	60	1	0.0
orthogroup_764	2	10	10	10	1.0	0	70.0	98.0	69	73	4	0.0	94	98	4	0.0
orthogroup_764	3	10	10	10	1.0	0	107.5	128.5	106	109	3	1.5	126	129	3	0.5
orthogroup_767	1	10	10	10	1.0	0	4.0	20.0	4	5	1	0.0	18	22	4	1.0
orthogroup_767	2	10	10	10	1.0	0	38.5	56.0	38	41	3	0.5	55	57	2	0.0
orthogroup_767	3	10	10	10	1.0	0	66.0	83.0	66	66	0	0.0	83	84	1	0.0
orthogroup_795	1	10	10	10	1.0	0	11.0	28.0	10	11	1	0.0	28	30	2	0.0
orthogroup_795	2	10	10	10	1.0	0	45.5	65.5	43	47	4	0.5	65	66	1	0.5
orthogroup_795	3	10	10	10	1.0	0	90.0	111.0	89	90	1	0.0	111	111	0	0.0
orthogroup_795	4	10	10	10	1.0	0	134.0	150.0	132	134	2	0.0	150	154	4	0.0
orthogroup_795	5	10	10	10	1.0	0	164.0	181.0	161	164	3	0.0	181	181	0	0.0
orthogroup_795	6	10	10	10	1.0	0	198.0	218.5	197	199	2	0.0	216	219	3	0.5
orthogroup_795	7	10	10	10	1.0	0	253.0	270.0	253	253	0	0.0	269	273	4	0.5
orthogroup_795	8	10	10	10	1.0	0	295.0	317.0	294	296	2	0.5	317	318	1	0.0
orthogroup_795	9	10	10	10	1.0	0	342.0	358.0	341	344	3	1.0	358	362	4	0.0
orthogroup_795	10	10	10	10	1.0	0	380.0	398.0	378	381	3	0.0	397	400	3	0.5
orthogroup_795	11	10	10	10	1.0	0	409.0	428.0	408	410	2	0.0	427	429	2	0.0
orthogroup_795	12	10	10	10	1.0	0	435.0	453.0	435	436	1	0.0	452	454	2	1.0
orthogroup_795	13	10	10	10	1.0	0	471.0	491.0	467	471	4	0.0	488	491	3	0.0
orthogroup_795	14	10	10	10	1.0	0	506.0	524.0	506	507	1	0.0	523	524	1	0.0
orthogroup_812	1	10	10	10	1.0	0	38.5	56.0	36	39	3	0.5	54	56	2	0.0
orthogroup_812	2	10	10	10	1.0	0	76.5	95.0	76	77	1	0.5	95	95	0	0.0
orthogroup_812	3	10	10	10	1.0	0	106.0	123.0	105	106	1	0.0	122	124	2	0.0
orthogroup_812	4	10	10	10	1.0	0	129.0	147.0	129	130	1	0.0	147	148	1	0.0
orthogroup_812	5	10	10	10	1.0	0	166.0	183.0	166	167	1	0.0	183	186	3	0.0
orthogroup_812	6	10	10	10	1.0	0	193.0	210.0	192	194	2	0.0	210	211	1	0.0
orthogroup_812	7	10	10	10	1.0	0	249.0	266.0	247	250	3	0.0	264	266	2	0.0
orthogroup_812	8	10	10	10	1.0	0	288.0	307.0	288	288	0	0.0	305	308	3	0.0
orthogroup_812	9	10	10	10	1.0	0	316.0	333.0	316	317	1	0.0	333	334	1	0.0
orthogroup_812	10	10	10	10	1.0	0	339.0	359.0	339	340	1	0.0	359	359	0	0.0
orthogroup_812	11	10	10	10	1.0	0	375.0	394.0	374	376	2	0.0	393	396	3	0.0
orthogroup_812	12	10	10	10	1.0	0	405.0	420.0	403	405	2	0.0	419	425	6	1.0
orthogroup_816	1	10	10	10	1.0	0	10.0	28.0	10	11	1	0.0	28	31	3	0.0
orthogroup_816	2	10	10	10	1.0	0	35.0	51.0	35	36	1	0.0	49	52	3	0.5
orthogroup_816	3	10	10	10	1.0	0	79.0	97.0	76	80	4	0.5	97	97	0	0.0
orthogroup_840	1	10	10	10	1.0	0	19.0	43.0	18	25	7	0.5	43	44	1	0.0
orthogroup_840	2	10	10	10	1.0	0	60.0	81.0	60	60	0	0.0	81	81	0	0.0
orthogroup_840	3	10	10	10	1.0	0	96.0	114.0	96	96	0	0.0	113	114	1	0.0
orthogroup_840	4	10	10	10	1.0	0	150.0	170.0	148	151	3	0.0	169	172	3	0.0
orthogroup_840	5	10	10	10	1.0	0	195.0	216.0	195	195	0	0.0	216	216	0	0.0
orthogroup_850	1	10	10	10	1.0	0	11.0	27.0	10	11	1	0.0	25	30	5	1.5
orthogroup_850	2	10	10	10	1.0	0	36.0	50.0	34	37	3	1.0	49	51	2	1.0
orthogroup_850	3	10	10	10	1.0	0	57.0	73.5	57	58	1	0.0	71	75	4	1.5
orthogroup_850	4	10	10	10	1.0	0	81.0	95.0	79	81	2	0.0	90	97	7	1.0
orthogroup_852	1	10	10	10	1.0	0	12.0	29.0	11	13	2	0.5	28	30	2	0.0
orthogroup_852	2	10	10	10	1.0	0	40.0	60.0	40	42	2	0.0	60	60	0	0.0
orthogroup_852	3	10	10	10	1.0	0	67.0	84.0	67	67	0	0.0	83	84	1	0.0
orthogroup_852	4	10	10	10	1.0	0	121.0	136.5	121	122	1	0.0	136	138	2	0.5
orthogroup_853	1	10	10	10	1.0	0	164.0	181.0	164	167	3	0.0	181	182	1	0.0
orthogroup_853	2	10	10	10	1.0	0	202.0	216.0	202	202	0	0.0	216	220	4	0.0
orthogroup_853	3	10	10	10	1.0	0	234.0	250.0	233	234	1	0.0	250	250	0	0.0
orthogroup_853	4	10	10	10	1.0	0	268.5	283.0	268	269	1	0.5	282	283	1	0.0
orthogroup_853	5	10	10	10	1.0	0	416.5	438.0	416	419	3	0.5	437	439	2	0.0
orthogroup_853	6	10	10	10	1.0	0	454.0	470.0	454	454	0	0.0	469	471	2	0.0
orthogroup_853	7	10	10	10	1.0	0	758.0	779.0	756	759	3	0.5	778	779	1	0.0
orthogroup_853	8	10	10	10	1.0	0	786.0	803.0	786	786	0	0.0	802	803	1	0.0
orthogroup_886	1	10	10	10	1.0	0	24.0	40.0	21	24	3	0.0	40	41	1	0.0
orthogroup_886	2	10	10	10	1.0	0	54.0	74.0	53	54	1	0.0	73	74	1	0.0
orthogroup_886	3	10	10	10	1.0	0	98.0	112.0	96	98	2	0.0	112	113	1	0.0
orthogroup_886	4	10	10	10	1.0	0	124.0	141.0	121	124	3	0.0	141	142	1	0.0
orthogroup_886	5	10	10	10	1.0	0	184.0	201.0	183	184	1	0.0	201	202	1	0.0
orthogroup_886	6	10	10	10	1.0	0	210.0	227.0	210	210	0	0.0	227	227	0	0.0
orthogroup_886	7	10	10	10	1.0	0	242.0	260.0	240	245	5	1.0	260	261	1	0.0
orthogroup_890	1	10	10	10	1.0	0	6.0	21.5	6	6	0	0.0	20	23	3	1.5
orthogroup_890	2	10	10	10	1.0	0	40.0	65.0	40	41	1	0.0	57	68	11	0.0
orthogroup_890	3	10	10	10	1.0	0	67.0	90.5	66	70	4	0.0	88	91	3	0.5
orthogroup_890	4	10	10	10	1.0	0	101.0	121.5	101	101	0	0.0	118	122	4	0.5
orthogroup_893	1	10	10	10	1.0	0	17.0	36.0	15	18	3	0.5	34	36	2	0.0
orthogroup_893	2	10	10	10	1.0	0	60.0	77.0	57	61	4	0.0	76	77	1	0.0
orthogroup_893	3	10	10	10	1.0	0	85.0	99.0	85	86	1	0.0	98	100	2	0.0
orthogroup_893	4	10	10	10	1.0	0	107.0	121.0	105	108	3	0.5	117	121	4	0.0
